Sekanja	UNK
Sekanjas	UNK
omhägnas	ERR
yrke	N;INDF;NOM;SG
yrket	N;DEF;NOM;SG
trä	N;INDF;NOM;SG;COMPOUND
trä	V;ACT;NFIN
trä	V;ACT;NFIN;COMPOUND
trä	N;INDF;NOM;SG
trä	V;IMP
träd	N;INDF;NOM;SG;COMPOUND
träd	N;INDF;NOM;PL
träd	V;ACT;NFIN;COMPOUND
träd	N;INDF;NOM;SG
träd	V;IMP
träda	V;ACT;NFIN
träda	N;INDF;NOM;SG
träet	N;DEF;NOM;SG
Elia	PROPN;MASC
Elis	PROPN;MASC
Elis	PROPN;GEN;FEM
Elias	PROPN;MASC
Elias	PROPN;GEN;MASC
trång	ERR
trånga	ERR
trångt	ERR
ohöljd	ERR
ohöljt	ERR
hemställa	V;ACT;NFIN
hemställde	ERR
cederträ	UNK
cederträet	UNK
cederträd	UNK
bila	V;ACT;NFIN
bila	V;ACT;IND;PST
bila	V;ACT;NFIN;COMPOUND
bila	N;INDF;NOM;SG
bila	V;IMP
bild	ERR
bilda	ERR
bilor	ERR
fullgör	V;ACT;IND;PRS
fullgör	V;ACT;NFIN;COMPOUND
fullgör	V;IMP
fullgören	UNK
fullgöra	V;ACT;NFIN
härlighet	ERR
härlige	ERR
obetänksam	ERR
obetänksamt	ERR
Hodauja	UNK
Hodaujas	UNK
barnaföderska	ERR
barnaföderskas	ERR
barnaföderskor	ERR
lösta	ADJ;DEF;SG
lösta	ADJ;INDF;PL
lösta	ADJ;DEF;PL
lösta	V.PTCP;PST
löstes	ERR
bortkastad	V.PTCP;PST
bortkastad	ADJ;INDF;MASC+FEM;SG
bortkastat	ADJ;INDF;NEUT;SG
bortkastat	V.PTCP;PST
bortkastade	ADJ;DEF;SG
bortkastade	ADJ;DEF;MASC;SG
bortkastade	ADJ;INDF;PL
bortkastade	ADJ;DEF;PL
bortkastade	V.PTCP;PST
försök	N;INDF;NOM;SG;COMPOUND
försök	N;INDF;NOM;PL
försök	V;ACT;NFIN;COMPOUND
försök	N;INDF;NOM;SG
försök	V;IMP
försökt	ERR
försökte	ERR
försöker	ERR
försöka	V;ACT;NFIN
ansatt	ADJ;INDF;NEUT;SG
ansatt	V.CVB;ACT
ansatt	ADJ;INDF;MASC+FEM;SG
ansatt	V.PTCP;PST
ansatte	ERR
ansattes	ERR
ansatta	ADJ;DEF;SG
ansatta	ADJ;INDF;PL
ansatta	ADJ;DEF;PL
ansatta	V.PTCP;PST
löpa	V;ACT;NFIN
löpa	N;INDF;NOM;SG
löpen	N;DEF;NOM;PL
löper	ERR
löpte	ERR
löpare	N;INDF;NOM;PL
löpare	N;INDF;NOM;SG
grip	N;INDF;NOM;SG;COMPOUND
grip	V;ACT;NFIN;COMPOUND
grip	N;INDF;NOM;SG
grip	V;IMP
gripit	ERR
gripes	V;PASS;SBJV;PST
gripes	V;PASS;IND;PRS
gripes	V;PASS;SBJV;PRS
gripen	V.PTCP;PST
gripen	N;DEF;NOM;SG
gripen	ADJ;INDF;MASC+FEM;SG
griper	ERR
gripet	ADJ;INDF;NEUT;SG
gripet	V.PTCP;PST
gripna	ADJ;DEF;SG
gripna	ADJ;INDF;PL
gripna	ADJ;DEF;PL
gripna	V.PTCP;PST
gripa	V;ACT;NFIN
gripas	ERR
mjuk	V;ACT;NFIN;COMPOUND
mjuk	ADJ;INDF;MASC+FEM;SG
mjuka	ADJ;DEF;SG
mjuka	V;ACT;NFIN
mjuka	ADJ;INDF;PL
mjuka	ADJ;DEF;PL
mjuka	V;IMP
mjukt	ERR
som	UNK
som	V.CVB
somna	ERR
somt	PRN;DEF;ACC;NEUT;SG
somt	PRN;DEF;NOM;PL
somt	PRN;DEF;NOM;SG
somt	PRN;DEF;ACC;PL
somt	PRN;DEF;ACC;SG
somt	PRN;DEF;NOM;NEUT;SG
anmäla	V;ACT;NFIN
anmälde	ERR
känd	V.PTCP;PST
känd	ADJ;INDF;MASC+FEM;SG
kände	ADJ;DEF;SG
kände	ADJ;DEF;MASC;SG
kände	ADJ;DEF;PL
kände	V;ACT;IND;PST
kände	V.PTCP;PST
kände	ADJ;INDF;PL
känden	UNK
kända	ADJ;DEF;SG
kända	ADJ;INDF;PL
kända	ADJ;DEF;PL
kända	V.PTCP;PST
förståndigare	ERR
förståndigas	ERR
förståndiges	ERR
betryck	V;ACT;NFIN;COMPOUND
betryck	N;INDF;NOM;SG
betryck	V;IMP
betrycket	N;DEF;NOM;SG
betryckt	ADJ;INDF;NEUT;SG
betryckt	V.CVB;ACT
betryckt	ADJ;INDF;MASC+FEM;SG
betryckt	V.PTCP;PST
betryckte	ADJ;DEF;MASC;SG
betryckte	V;ACT;IND;PST
betryckte	V.PTCP;PST
äventyrare	N;INDF;NOM;PL
äventyrare	N;INDF;NOM;SG
äventyrs	ERR
nedstött	UNK
nedstötta	UNK
myndiga	ERR
myndighet	ERR
myndige	ERR
beginge	V;ACT;SBJV;PST
begingo	UNK
kräslig	ERR
kräsligt	ERR
kräslighet	ERR
överkläda	UNK
överklädde	UNK
Ung	N;INDF;NOM;SG;COMPOUND
Ung	ADJ;INDF;MASC+FEM;SG
Unge	ADJ;DEF;MASC;SG
Unge	N;INDF;NOM;SG
kläcka	V;ACT;NFIN
kläcker	ERR
Red	PROPN;MASC
Red	V;ACT;IND;PST
Red	V;ACT;NFIN;COMPOUND
Red	V;IMP
Redan	N;DEF;NOM;SG
Redan	V.CVB
Reden	ERR
tre	ERR
tro	V;ACT;NFIN
tro	V;ACT;NFIN;COMPOUND
tro	N;INDF;NOM;SG
tro	V;IMP
tror	ERR
undslippa	V;ACT;NFIN
undslipper	ERR
stjäl	V;ACT;IND;PRS
stjäl	V;ACT;NFIN;COMPOUND
stjäl	V;IMP
stjäla	V;ACT;NFIN
stjäle	V;ACT;SBJV;PRS
stjälen	UNK
följ	V;ACT;NFIN;COMPOUND
följ	V;IMP
följt	ERR
följd	N;INDF;NOM;SG;COMPOUND
följd	ADJ;INDF;MASC+FEM;SG
följd	V.PTCP;PST
följd	N;INDF;NOM;SG
följda	ADJ;DEF;SG
följda	ADJ;INDF;PL
följda	ADJ;DEF;PL
följda	V.PTCP;PST
följde	ERR
följe	N;INDF;NOM;SG
följen	ERR
följer	ERR
följas	ERR
följande	V.PTCP;PRS
följande	ADJ;DEF;MASC;SG
följande	ADJ;INDF;PL
följande	ADJ;DEF;PL
följande	N;INDF;NOM;SG;COMPOUND
följande	ADJ;DEF;SG
följande	ADJ;INDF;NEUT;SG
följande	ADJ;INDF;MASC+FEM;SG
följande	N;INDF;NOM;SG
följande	ADJ;PRS
jämlik	N;INDF;NOM;SG;COMPOUND
jämlik	ADJ;INDF;MASC+FEM;SG
jämlike	ADJ;DEF;MASC;SG
jämlike	N;INDF;NOM;SG
jämlika	ERR
Baalsaltare	UNK
Baalsaltarna	UNK
olärd	ERR
olärda	ERR
olärdas	ERR
bäst	UNK
bäst	V.CVB;SPRL
bäst	ADJ;INDF;SG;SPRL
bäst	ADJ;INDF;PL;SPRL
bäste	ADJ;DEF;MASC;SG;SPRL
bäste	ADJ;DEF;MASC;PL;SPRL
bästa	ADJ;DEF;PL;SPRL
bästa	ADJ;DEF;SG;SPRL
brist	N;INDF;NOM;SG;COMPOUND
brist	V;ACT;NFIN;COMPOUND
brist	N;INDF;NOM;SG
brist	V;IMP
brista	V;ACT;NFIN
brister	ERR
bristen	ERR
ärva	V;ACT;NFIN
ärvt	ERR
högtidsskara	UNK
högtidsskaran	UNK
högtidsskaror	UNK
höghelig	UNK
högheliga	UNK
högheligt	UNK
folktom	ERR
folktomt	ERR
förebrå	ERR
hydda	ERR
hyddas	ERR
kantklippt	ADJ;INDF;NEUT;SG
kantklippt	V.CVB;ACT
kantklippt	ADJ;INDF;MASC+FEM;SG
kantklippt	V.PTCP;PST
kantklippta	ADJ;DEF;SG
kantklippta	ADJ;INDF;PL
kantklippta	ADJ;DEF;PL
kantklippta	V.PTCP;PST
Aban	UNK
Abana	UNK
Mattat	ERR
Mattata	UNK
lämpliga	ERR
lämpligt	ERR
nedtryckt	ERR
nedtryckta	ERR
oansenligare	ERR
oansenligt	ERR
Eljada	UNK
Eljadas	UNK
stormodiga	UNK
stormodige	UNK
stormodigt	UNK
må	V;ACT;IND;PRS
må	V;ACT;NFIN
må	V;ACT;NFIN;COMPOUND
må	V;IMP
mån	N;INDF;NOM;SG;COMPOUND
mån	N;INDF;NOM;SG
mån	ADJ;INDF;MASC+FEM;SG
besätta	V;ACT;NFIN
besätten	UNK
elfta	UNK
elfte	ADJ;DEF;SG
elfte	ADJ;INDF;NEUT;SG
elfte	ADJ;INDF;MASC+FEM;SG
elfte	ADJ;INDF;PL
elfte	ADJ;DEF;PL
fi	N;INDF;NOM;PL
fi	N;INDF;NOM;SG
fin	ERR
fina	ADJ;DEF;SG
fina	ADJ;DEF;PL
fina	ADJ;INDF;PL
fina	N;DEF;NOM;PL
Afek	UNK
Afeka	UNK
blir	ERR
blira	UNK
drypa	V;ACT;NFIN
drype	V;ACT;SBJV;PRS
dryper	ERR
ostörda	ERR
ostört	ERR
utmärka	V;ACT;NFIN
utmärkas	ERR
utmärken	UNK
ertappad	ERR
ertappade	ADJ;DEF;SG
ertappade	ADJ;DEF;MASC;SG
ertappade	ADJ;DEF;PL
ertappade	V;ACT;IND;PST
ertappade	V.PTCP;PST
ertappade	ADJ;INDF;PL
ertappas	ERR
tillmäta	V;ACT;NFIN
tillmätte	ERR
smörjelseolja	UNK
smörjelseoljan	UNK
rida	V;ACT;NFIN
riden	ERR
ridande	ERR
ridit	ERR
skida	V;ACT;NFIN
skida	V;ACT;NFIN;COMPOUND
skida	N;INDF;NOM;SG
skida	V;IMP
skidan	ERR
hämndgirige	ERR
hämndgirigt	ERR
hämndgirighet	UNK
ouppsåtlig	ERR
ouppsåtligen	UNK
ouppsåtliga	ERR
förspillas	ERR
förspilld	ERR
förspillde	ERR
förspillt	ERR
skriv	V;ACT;NFIN;COMPOUND
skriv	V;IMP
skriven	ERR
skrivet	ERR
skriver	ERR
skrivit	ERR
skriva	V;ACT;NFIN
skrivare	N;INDF;NOM;PL
skrivare	N;INDF;NOM;SG
skrivas	ERR
skrivna	ADJ;DEF;SG
skrivna	ADJ;INDF;PL
skrivna	ADJ;DEF;PL
skrivna	V.PTCP;PST
sjöresa	UNK
sjöresan	UNK
hän	ERR
hände	ERR
hända	V;ACT;NFIN
hänt	ERR
upp	N;NOM;PL;COMPOUND
