felldir	felldur	V;IND;PST;2;SG	V.PTCP;PST;NOM;SG	POS_PAIR_ERROR
sættir	sættið	V;IND;PRS;2;SG	V;IMP;2;PL	C
boðaði	boð	V;SBJV;PST;3;SG	N;INDF;ACC;SG	POS_PAIR_ERROR
sætti	sættir	V;SBJV;PST;1;SG	V;IND;PST;2;SG	C
sættir	sættir	V;IND;PRS;2;SG	V;IND;PRS;3;SG	C
handbolta	handbolta	N;INDF;DAT;SG	N;INDF;GEN;SG	C
handboltanum	handbolta	N;DEF;DAT;SG	N;INDF;DAT;SG	C
mála	máli	V;IMP;2;SG	V;SBJV;PRS;1;SG	C
hittu	hitt	V;IND;PST;3;PL	V.PTCP;PST;ACC;SG	POS_PAIR_ERROR
flokkar	flokki	N;INDF;NOM;PL	N;INDF;DAT;SG	C
skýr	skýr	V;IMP;2;SG	V;IMP;2;SG	C
leyndir	leyn	V;IND;PST;2;SG	V;IMP;2;SG	C
mál	málið	N;INDF;ACC;SG	V;IMP;2;PL	POS_PAIR_ERROR
köstum	kasti	V;SBJV;PRS;1;PL	V;SBJV;PRS;3;PL	C
klæddi	klæði	V;IND;PST;3;SG	V;SBJV;PRS;1;SG	C
styrkja	styrkjum	V;NFIN	V;SBJV;PRS;1;PL	C
klæðið	klæði	V;IMP;2;PL	V;SBJV;PRS;1;SG	C
flokk	flokki	N;INDF;ACC;SG	N;INDF;DAT;SG	C
skírið	skírið	V;IMP;2;PL	V;IND;PRS;2;PL	C
skutuð	skjóta	V;IND;PST;2;PL	V;NFIN	C
líkinu	líkunum	N;DEF;DAT;SG	N;DEF;DAT;PL	C
minnti	minna	V;SBJV;PST;3;SG	V;NFIN	C
misstir	missir	V;IND;PST;2;SG	V;SBJV;PRS;2;SG	C
flokkinn	flokki	N;DEF;ACC;SG	N;INDF;DAT;SG	C
dæmist	dæmt	V;SBJV;PRS;1;SG	V.PTCP;PST;ACC;SG	POS_PAIR_ERROR
skapinu	sköpum	N;DEF;DAT;SG	N;INDF;DAT;PL	C
skýrðuð	skýra	V;SBJV;PST;2;PL	V;NFIN	C
safnað	safna	V.CVB	N;INDF;GEN;PL	POS_PAIR_ERROR
greina	greinum	N;INDF;GEN;PL	N;INDF;DAT;PL	C
styrktum	styrkir	V;IND;PRS;1;PL	V;SBJV;PRS;2;SG	C
sendið	sendu	V;SBJV;PRS;2;PL	V;IND;PST;3;PL	C
styrki	styrktu	V;SBJV;PRS;3;PL	V;SBJV;PST;3;PL	C
grískunni	grískuna	N;DEF;DAT;SG	N;DEF;ACC;SG	C
skýrði	skýrum	V;SBJV;PST;3;SG	V;SBJV;PRS;1;PL	C
mörkin	markið	N;DEF;NOM;PL	N;DEF;ACC;SG	C
minna	minna	V;IND;PRS;3;PL	V;NFIN	C
