förhärliga	förhärliga	POS=0;SRC_LABEL=14;TGT_LABEL=14
förhärliga	förhärligad	POS=0;SRC_LABEL=14;TGT_LABEL=7
förhärliga	förhärligade	POS=0;SRC_LABEL=14;TGT_LABEL=11
förhärliga	förhärligas	POS=0;SRC_LABEL=14;TGT_LABEL=5
förhärliga	förhärligat	POS=0;SRC_LABEL=14;TGT_LABEL=13
förhärliga	förhärligande	POS=0;SRC_LABEL=14;TGT_LABEL=9
förhärliga	förhärligar	POS=0;SRC_LABEL=14;TGT_LABEL=12
förhärliga	förhärligen	POS=0;SRC_LABEL=14;TGT_LABEL=2
förhärligad	förhärliga	POS=0;SRC_LABEL=7;TGT_LABEL=14
förhärligad	förhärligad	POS=0;SRC_LABEL=7;TGT_LABEL=7
förhärligad	förhärligade	POS=0;SRC_LABEL=7;TGT_LABEL=11
förhärligad	förhärligas	POS=0;SRC_LABEL=7;TGT_LABEL=5
förhärligad	förhärligat	POS=0;SRC_LABEL=7;TGT_LABEL=13
förhärligad	förhärligande	POS=0;SRC_LABEL=7;TGT_LABEL=9
förhärligad	förhärligar	POS=0;SRC_LABEL=7;TGT_LABEL=12
förhärligad	förhärligen	POS=0;SRC_LABEL=7;TGT_LABEL=2
förhärligade	förhärliga	POS=0;SRC_LABEL=11;TGT_LABEL=14
förhärligade	förhärligad	POS=0;SRC_LABEL=11;TGT_LABEL=7
förhärligade	förhärligade	POS=0;SRC_LABEL=11;TGT_LABEL=11
förhärligade	förhärligas	POS=0;SRC_LABEL=11;TGT_LABEL=5
förhärligade	förhärligat	POS=0;SRC_LABEL=11;TGT_LABEL=13
förhärligade	förhärligande	POS=0;SRC_LABEL=11;TGT_LABEL=9
förhärligade	förhärligar	POS=0;SRC_LABEL=11;TGT_LABEL=12
förhärligade	förhärligen	POS=0;SRC_LABEL=11;TGT_LABEL=2
förhärligas	förhärliga	POS=0;SRC_LABEL=5;TGT_LABEL=14
förhärligas	förhärligad	POS=0;SRC_LABEL=5;TGT_LABEL=7
förhärligas	förhärligade	POS=0;SRC_LABEL=5;TGT_LABEL=11
förhärligas	förhärligas	POS=0;SRC_LABEL=5;TGT_LABEL=5
förhärligas	förhärligat	POS=0;SRC_LABEL=5;TGT_LABEL=13
förhärligas	förhärligande	POS=0;SRC_LABEL=5;TGT_LABEL=9
förhärligas	förhärligar	POS=0;SRC_LABEL=5;TGT_LABEL=12
förhärligas	förhärligen	POS=0;SRC_LABEL=5;TGT_LABEL=2
förhärligat	förhärliga	POS=0;SRC_LABEL=13;TGT_LABEL=14
förhärligat	förhärligad	POS=0;SRC_LABEL=13;TGT_LABEL=7
förhärligat	förhärligade	POS=0;SRC_LABEL=13;TGT_LABEL=11
förhärligat	förhärligas	POS=0;SRC_LABEL=13;TGT_LABEL=5
förhärligat	förhärligat	POS=0;SRC_LABEL=13;TGT_LABEL=13
förhärligat	förhärligande	POS=0;SRC_LABEL=13;TGT_LABEL=9
förhärligat	förhärligar	POS=0;SRC_LABEL=13;TGT_LABEL=12
förhärligat	förhärligen	POS=0;SRC_LABEL=13;TGT_LABEL=2
förhärligande	förhärliga	POS=0;SRC_LABEL=9;TGT_LABEL=14
förhärligande	förhärligad	POS=0;SRC_LABEL=9;TGT_LABEL=7
förhärligande	förhärligade	POS=0;SRC_LABEL=9;TGT_LABEL=11
förhärligande	förhärligas	POS=0;SRC_LABEL=9;TGT_LABEL=5
förhärligande	förhärligat	POS=0;SRC_LABEL=9;TGT_LABEL=13
förhärligande	förhärligande	POS=0;SRC_LABEL=9;TGT_LABEL=9
förhärligande	förhärligar	POS=0;SRC_LABEL=9;TGT_LABEL=12
förhärligande	förhärligen	POS=0;SRC_LABEL=9;TGT_LABEL=2
förhärligar	förhärliga	POS=0;SRC_LABEL=12;TGT_LABEL=14
förhärligar	förhärligad	POS=0;SRC_LABEL=12;TGT_LABEL=7
förhärligar	förhärligade	POS=0;SRC_LABEL=12;TGT_LABEL=11
förhärligar	förhärligas	POS=0;SRC_LABEL=12;TGT_LABEL=5
förhärligar	förhärligat	POS=0;SRC_LABEL=12;TGT_LABEL=13
förhärligar	förhärligande	POS=0;SRC_LABEL=12;TGT_LABEL=9
förhärligar	förhärligar	POS=0;SRC_LABEL=12;TGT_LABEL=12
förhärligar	förhärligen	POS=0;SRC_LABEL=12;TGT_LABEL=2
förhärligen	förhärliga	POS=0;SRC_LABEL=2;TGT_LABEL=14
förhärligen	förhärligad	POS=0;SRC_LABEL=2;TGT_LABEL=7
förhärligen	förhärligade	POS=0;SRC_LABEL=2;TGT_LABEL=11
förhärligen	förhärligas	POS=0;SRC_LABEL=2;TGT_LABEL=5
förhärligen	förhärligat	POS=0;SRC_LABEL=2;TGT_LABEL=13
förhärligen	förhärligande	POS=0;SRC_LABEL=2;TGT_LABEL=9
förhärligen	förhärligar	POS=0;SRC_LABEL=2;TGT_LABEL=12
förhärligen	förhärligen	POS=0;SRC_LABEL=2;TGT_LABEL=2
misstankar	misstankar	POS=0;SRC_LABEL=12;TGT_LABEL=12
misstankar	misstanke	POS=0;SRC_LABEL=12;TGT_LABEL=0
misstankar	misstankens	POS=0;SRC_LABEL=12;TGT_LABEL=6
misstanke	misstankar	POS=0;SRC_LABEL=0;TGT_LABEL=12
misstanke	misstanke	POS=0;SRC_LABEL=0;TGT_LABEL=0
misstanke	misstankens	POS=0;SRC_LABEL=0;TGT_LABEL=6
misstankens	misstankar	POS=0;SRC_LABEL=6;TGT_LABEL=12
misstankens	misstanke	POS=0;SRC_LABEL=6;TGT_LABEL=0
misstankens	misstankens	POS=0;SRC_LABEL=6;TGT_LABEL=6
råka	råka	POS=0;SRC_LABEL=14;TGT_LABEL=14
råka	råkar	POS=0;SRC_LABEL=14;TGT_LABEL=12
råka	råkade	POS=0;SRC_LABEL=14;TGT_LABEL=11
råka	råkat	POS=0;SRC_LABEL=14;TGT_LABEL=13
råkar	råka	POS=0;SRC_LABEL=12;TGT_LABEL=14
råkar	råkar	POS=0;SRC_LABEL=12;TGT_LABEL=12
råkar	råkade	POS=0;SRC_LABEL=12;TGT_LABEL=11
råkar	råkat	POS=0;SRC_LABEL=12;TGT_LABEL=13
råkade	råka	POS=0;SRC_LABEL=11;TGT_LABEL=14
råkade	råkar	POS=0;SRC_LABEL=11;TGT_LABEL=12
råkade	råkade	POS=0;SRC_LABEL=11;TGT_LABEL=11
råkade	råkat	POS=0;SRC_LABEL=11;TGT_LABEL=13
råkat	råka	POS=0;SRC_LABEL=13;TGT_LABEL=14
råkat	råkar	POS=0;SRC_LABEL=13;TGT_LABEL=12
råkat	råkade	POS=0;SRC_LABEL=13;TGT_LABEL=11
råkat	råkat	POS=0;SRC_LABEL=13;TGT_LABEL=13
ba	ba	POS=0;SRC_LABEL=14;TGT_LABEL=14
ba	bar	POS=0;SRC_LABEL=14;TGT_LABEL=12
ba	ban	POS=0;SRC_LABEL=14;TGT_LABEL=0
ba	bas	POS=0;SRC_LABEL=14;TGT_LABEL=5
ba	bad	POS=0;SRC_LABEL=14;TGT_LABEL=7
ba	bade	POS=0;SRC_LABEL=14;TGT_LABEL=11
ba	bat	POS=0;SRC_LABEL=14;TGT_LABEL=13
bar	ba	POS=0;SRC_LABEL=12;TGT_LABEL=14
bar	bar	POS=0;SRC_LABEL=12;TGT_LABEL=12
bar	ban	POS=0;SRC_LABEL=12;TGT_LABEL=0
bar	bas	POS=0;SRC_LABEL=12;TGT_LABEL=5
bar	bad	POS=0;SRC_LABEL=12;TGT_LABEL=7
bar	bade	POS=0;SRC_LABEL=12;TGT_LABEL=11
bar	bat	POS=0;SRC_LABEL=12;TGT_LABEL=13
ban	ba	POS=0;SRC_LABEL=0;TGT_LABEL=14
ban	bar	POS=0;SRC_LABEL=0;TGT_LABEL=12
ban	ban	POS=0;SRC_LABEL=0;TGT_LABEL=0
ban	bas	POS=0;SRC_LABEL=0;TGT_LABEL=5
ban	bad	POS=0;SRC_LABEL=0;TGT_LABEL=7
ban	bade	POS=0;SRC_LABEL=0;TGT_LABEL=11
ban	bat	POS=0;SRC_LABEL=0;TGT_LABEL=13
bas	ba	POS=0;SRC_LABEL=5;TGT_LABEL=14
bas	bar	POS=0;SRC_LABEL=5;TGT_LABEL=12
bas	ban	POS=0;SRC_LABEL=5;TGT_LABEL=0
bas	bas	POS=0;SRC_LABEL=5;TGT_LABEL=5
bas	bad	POS=0;SRC_LABEL=5;TGT_LABEL=7
bas	bade	POS=0;SRC_LABEL=5;TGT_LABEL=11
bas	bat	POS=0;SRC_LABEL=5;TGT_LABEL=13
bad	ba	POS=0;SRC_LABEL=7;TGT_LABEL=14
bad	bar	POS=0;SRC_LABEL=7;TGT_LABEL=12
bad	ban	POS=0;SRC_LABEL=7;TGT_LABEL=0
bad	bas	POS=0;SRC_LABEL=7;TGT_LABEL=5
bad	bad	POS=0;SRC_LABEL=7;TGT_LABEL=7
bad	bade	POS=0;SRC_LABEL=7;TGT_LABEL=11
bad	bat	POS=0;SRC_LABEL=7;TGT_LABEL=13
bade	ba	POS=0;SRC_LABEL=11;TGT_LABEL=14
bade	bar	POS=0;SRC_LABEL=11;TGT_LABEL=12
bade	ban	POS=0;SRC_LABEL=11;TGT_LABEL=0
bade	bas	POS=0;SRC_LABEL=11;TGT_LABEL=5
bade	bad	POS=0;SRC_LABEL=11;TGT_LABEL=7
bade	bade	POS=0;SRC_LABEL=11;TGT_LABEL=11
bade	bat	POS=0;SRC_LABEL=11;TGT_LABEL=13
bat	ba	POS=0;SRC_LABEL=13;TGT_LABEL=14
bat	bar	POS=0;SRC_LABEL=13;TGT_LABEL=12
bat	ban	POS=0;SRC_LABEL=13;TGT_LABEL=0
bat	bas	POS=0;SRC_LABEL=13;TGT_LABEL=5
bat	bad	POS=0;SRC_LABEL=13;TGT_LABEL=7
bat	bade	POS=0;SRC_LABEL=13;TGT_LABEL=11
bat	bat	POS=0;SRC_LABEL=13;TGT_LABEL=13
