могу	могло	V;PRS;1;SG	V;PST;SG;NEUT	C
познает	познайте	V;PRS;3;SG	V;IMP;2;PL	C
выходят	выходим	V;PRS;3;PL	V;IMP;1;PL	C
больного	больные	ADJ;GEN;NEUT;SG	ADJ;NOM;PL	C
порази	поразила	V;IMP;2;SG	V;PST;SG;FEM	C
заключила	заключили	V;PST;SG;FEM	V;PST;PL	C
путем	пути	V;PRS;1;PL	N;ACC;PL	C
духами	дух	N;INS;PL	N;NOM;SG	C
сохранили	сохранить	V;PST;PL	V;NFIN	C
отступили	отступите	V;PST;PL	V;FUT;2;PL	C
искупи	искупить	V;IMP;2;SG	V;NFIN	C
Христу	Христе	N;DAT;SG	N;ESS;SG	C
аспида	аспиды	N;GEN;SG	N;NOM;PL	C
заходят	заходить	V;PRS;3;PL	V;NFIN	C
богатые	богатых	ADJ;ACC;PL	N;GEN;PL	C
преступить	преступили	V;NFIN	V;PST;PL	C
удалили	удалите	V;PST;PL	V;FUT;2;PL	C
сотвори	сотворите	V;IMP;2;SG	V;FUT;2;PL	C
передвигают	передвигает	V;FUT;3;PL	V;PRS;3;SG	C
хромые	хром	ADJ;ACC;PL	N;NOM;SG	C
сходите	сходит	V;FUT;2;PL	V;FUT;3;SG	C
утверди	утвердите	V;IMP;2;SG	V;FUT;2;PL	C
всходите	всходить	V;FUT;2;PL	V;NFIN	C
возлюбленного	возлюбленную	ADJ;GEN;MASC;SG	ADJ;ACC;FEM;SG	C
освятите	освятили	V;FUT;2;PL	V;PST;PL	C
красного	красных	ADJ;GEN;NEUT;SG	ADJ;ESS;PL	C
беременною	беременным	ADJ;INS;FEM;SG	ADJ;INS;MASC;SG	C
ступили	ступите	V;PST;PL	V;FUT;2;PL	C
свари	сварили	V;IMP;2;SG	V;PST;PL	C
духами	духу	N;INS;PL	N;DAT;SG	C
бога	богу	N;GEN;SG	N;DAT;SG	C
кричите	кричали	V;FUT;2;PL	V;PST;PL	C
проходят	проходи	V;PRS;3;PL	V;IMP;2;SG	C
познали	познаю	V.CVB	V;PRS;1;SG	C
твердо	твердая	N;ESS;SG	ADJ;NOM;FEM;SG	C
переходит	переходишь	V;FUT;3;SG	V;FUT;2;SG	C
главных	главные	ADJ;ESS;PL	ADJ;NOM;PL	C
святом	святым	N;INS;SG	ADJ;INS;MASC;SG	C
счету	счет	N;DAT;SG	N;NOM;SG	C
положить	положила	V;NFIN	V;PST;SG;FEM	C
богатым	богатого	ADJ;INS;MASC;SG	ADJ;GEN;MASC;SG	C
глухие	глухой	V.PTCP;ACT;PST	ADJ;ESS;FEM;SG	C
запретить	запретили	V;NFIN	V;PST;PL	C
мертвою	мертвого	ADJ;INS;FEM;SG	ADJ;GEN;MASC;SG	C
пейте	петь	V;IMP;2;PL	ADJ;GEN;FEM;SG	PARADIGM_ERROR;TGT_SLOT_ERROR
строился	строишь	V;PST;SG;MASC	V;FUT;2;SG	C
требуй	требуйте	N;ACC;SG	V;IMP;2;PL	C
рассуди	рассудили	V;IMP;2;SG	V;PST;PL	C
жило	жилой	N;ESS;SG	ADJ;ESS;FEM;SG	C
пожалеть	пожалело	ADJ;GEN;FEM;SG	V;PST;SG;NEUT	C
манна	манны	N;GEN;SG	N;NOM;PL	C
утихли	утихло	V.CVB	V;PST;SG;NEUT	C
каков	какого	N;GEN;PL	ADJ;GEN;MASC;SG	PARADIGM_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
Начало	Начала	N;ESS;SG	N;GEN;SG	C
половины	половинах	N;NOM;PL	N;ESS;PL	C
объявите	объяви	V;FUT;2;PL	V;IMP;2;SG	C
сотвори	сотворили	V;IMP;2;SG	V;PST;PL	C
устранили	устраните	V;PST;PL	V;FUT;2;PL	C
язвах	язвы	N;ESS;PL	N;NOM;PL	C
любимы	любимым	N;NOM;PL	ADJ;INS;MASC;SG	C
признать	признают	ADJ;GEN;FEM;SG	V;FUT;3;PL	C
лице	лицами	N;ESS;SG	N;INS;PL	C
Раба	Рабы	N;GEN;SG	N;NOM;PL	C
жертвам	жертвах	N;DAT;PL	N;ESS;PL	C
отменить	отмени	V;NFIN	V;IMP;2;SG	C
камнем	камни	V;PRS;1;PL	N;ACC;PL	C
наполнила	наполнить	V;PST;SG;FEM	V;NFIN	C
жертвою	жертвах	ADJ;INS;FEM;SG	N;ESS;PL	C
посадили	посадить	V;PST;PL	V;NFIN	C
постанови	постановить	V;IMP;2;SG	V;NFIN	C
приклоните	приклонить	V;FUT;2;PL	V;NFIN	C
сходить	сходи	V;NFIN	V;IMP;2;SG	C
возбудить	возбудите	V;NFIN	V;FUT;2;PL	C
права	правых	N;GEN;SG	N;GEN;PL	C
сокрушили	сокрушить	V;PST;PL	V;NFIN	C
мстить	мстили	V;NFIN	V;PST;PL	C
Христу	Христом	N;DAT;SG	N;INS;SG	C
возложили	возложить	V;PST;PL	V;NFIN	C
духам	духов	N;DAT;PL	N;GEN;PL	C
возлюбленный	возлюбленных	ADJ;ACC;MASC;SG	N;GEN;PL	C
тельцам	тельца	N;DAT;PL	N;GEN;SG	C
считать	считаешь	ADJ;GEN;FEM;SG	V;PRS;2;SG	C
талант	таланту	N;NOM;SG	N;DAT;SG	C
намерен	намерены	V.PTCP;PASS;PST	ADJ;PL;LGSPEC1	C
отпусти	отпустить	V;IMP;2;SG	V;NFIN	C
Христом	Христов	N;INS;SG	N;GEN;PL	C
избранное	избранным	ADJ;NOM;NEUT;SG	ADJ;INS;MASC;SG	C
возноси	возносить	V;IMP;2;SG	V;NFIN	C
продолжай	продолжало	N;ACC;SG	V;PST;SG;NEUT	C
садите	садить	V;FUT;2;PL	V;NFIN	C
правого	правою	ADJ;GEN;MASC;SG	ADJ;INS;FEM;SG	C
убитый	убитого	ADJ;ACC;MASC;SG	ADJ;GEN;MASC;SG	C
козлами	козлам	N;INS;PL	N;DAT;PL	C
животного	животных	ADJ;GEN;NEUT;SG	ADJ;ESS;PL	C
предложили	предложи	V;PST;PL	V;IMP;2;SG	C
низложи	низложить	V;IMP;2;SG	V;NFIN	C
утвердить	утвердили	V;NFIN	V;PST;PL	C
немым	немые	ADJ;INS;MASC;SG	ADJ;ACC;PL	C
пьяный	пьяным	ADJ;ACC;MASC;SG	ADJ;INS;MASC;SG	C
золота	золоте	N;GEN;SG	N;ESS;SG	C
теста	тестом	N;GEN;SG	N;INS;SG	C
убитого	убитых	ADJ;GEN;MASC;SG	N;GEN;PL	C
сходи	сходите	V;IMP;2;SG	V;FUT;2;PL	C
мои	мою	N;ACC;PL	V;PRS;1;SG	C
бог	бога	N;NOM;SG	N;GEN;SG	C
терпим	терпи	V;IMP;1;PL	V;IMP;2;SG	C
душу	душе	N;DAT;SG	N;ESS;SG	C
знакомых	знакомые	N;GEN;PL	ADJ;ACC;PL	C
тверды	твердою	N;NOM;PL	ADJ;INS;FEM;SG	C
страшных	страшного	ADJ;ESS;PL	ADJ;GEN;NEUT;SG	C
огорчили	огорчить	V;PST;PL	V;NFIN	C
дорогою	дороге	ADJ;INS;FEM;SG	N;ESS;SG	C
побить	побила	V;NFIN	V;PST;SG;FEM	C
расслабленный	расслабленным	ADJ;NOM;MASC;SG	ADJ;INS;NEUT;SG	C
страшные	страшное	ADJ;NOM;PL	ADJ;ACC;NEUT;SG	C
столпом	столп	N;INS;SG	N;NOM;SG	C
изгоняли	изгоняйте	V.CVB	V;IMP;2;PL	C
находить	находим	V;NFIN	V;IMP;1;PL	C
поддерживать	поддерживайте	ADJ;GEN;FEM;SG	V;IMP;2;PL	C
сходила	сходишь	V;PST;SG;FEM	V;FUT;2;SG	C
признаешь	признаю	V;PRS;2;SG	V;PRS;1;SG	C
нечистоту	нечистоте	N;DAT;SG	N;ESS;SG	C
возвестим	возвестили	V;IMP;1;PL	V;PST;PL	C
проходи	проходишь	V;IMP;2;SG	V;FUT;2;SG	C
отворили	отворить	V;PST;PL	V;NFIN	C
права	правый	N;GEN;SG	ADJ;ACC;MASC;SG	C
множеством	множестве	N;INS;SG	N;ESS;SG	C
призванным	призванный	ADJ;INS;NEUT;SG	ADJ;NOM;MASC;SG	C
приноси	приносить	V;IMP;2;SG	V;NFIN	C
поспешите	поспешили	V;FUT;2;PL	V;PST;PL	C
козлы	козлов	N;NOM;PL	N;GEN;PL	C
обольстили	обольстила	V;PST;PL	V;PST;SG;FEM	C
изгонять	изгоняйте	ADJ;GEN;FEM;SG	V;IMP;2;PL	C
сокрытый	сокрытые	ADJ;ACC;MASC;SG	ADJ;ACC;PL	C
принимала	принимайте	ADJ;FEM;SG;LGSPEC1	V;IMP;2;PL	C
святого	святым	ADJ;GEN;MASC;SG	ADJ;INS;MASC;SG	C
строила	строить	V;PST;SG;FEM	V;NFIN	C
сруби	срубите	V;IMP;2;SG	V;FUT;2;PL	C
отходила	отходит	V;PST;SG;FEM	V;FUT;3;SG	C
беременную	беременною	ADJ;ACC;FEM;SG	ADJ;INS;FEM;SG	C
встретила	встретили	V;PST;SG;FEM	V;PST;PL	C
воздай	воздайте	N;ACC;SG	V;IMP;2;PL	C
превозносите	превозносить	V;FUT;2;PL	V;NFIN	C
творила	твори	V;PST;SG;FEM	V;IMP;2;SG	C
простирать	простираете	ADJ;GEN;FEM;SG	V;PRS;2;PL	C
уду	удали	V;FUT;1;SG	V;PST;PL	PARADIGM_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
падали	падите	V;PST;PL	V;FUT;2;PL	PARADIGM_ERROR;TGT_SLOT_ERROR
стража	стражами	N;GEN;SG	N;INS;PL	C
укрепили	укрепите	V;PST;PL	V;FUT;2;PL	C
совершить	соверши	V;NFIN	V;IMP;2;SG	C
жабах	жабами	N;ESS;PL	N;INS;PL	C
спроси	спросить	V;IMP;2;SG	V;NFIN	C
право	правою	N;ESS;SG	ADJ;INS;FEM;SG	C
узнала	узнаю	ADJ;FEM;SG;LGSPEC1	V;PRS;1;SG	C
известить	известите	V;NFIN	V;FUT;2;PL	C
достаем	достали	V;PRS;1;PL	V.CVB	PARADIGM_ERROR;TGT_SLOT_ERROR
больше	большую	N;ESS;SG	ADJ;ACC;FEM;SG	C
Аду	Адам	N;DAT;SG	N;DAT;PL	C
блаженного	блаженных	ADJ;GEN;NEUT;SG	ADJ;ESS;PL	C
