boðið	boðaði	V;IMP;2;PL	V;SBJV;PST;3;SG	C
styrk	styrki	V;IMP;2;SG	V;SBJV;PRS;3;PL	C
skýrðu	skýrt	V.PTCP;PST;DAT;PL	V.PTCP;PST;ACC;SG	C
kæru	kæra	V;SBJV;PST;3;PL	V;NFIN	C
heilsa	heilsu	N;INDF;GEN;PL	N;INDF;GEN;SG	C
leysa	leysir	V;NFIN	V;SBJV;PRS;2;SG	C
breytt	breyttu	V.PTCP;PST;ACC;SG	V;IND;PST;3;PL	C
höfðum	höfðuð	N;INDF;DAT;PL	V;IND;PST;2;PL	C
munum	mun	V;SBJV;PRS;1;PL	V;IMP;2;SG	C
missir	missti	V;SBJV;PRS;2;SG	V;IND;PST;3;SG	C
berast	ber	V;IND;PRS;3;PL	V;IMP;2;SG	C
þekkt	þekktu	V.PTCP;PST;ACC;SG	V;IND;PST;3;PL	C
Hafði	Hafi	V;SBJV;PST;1;SG	V;SBJV;PRS;3;PL	C
birtist	birta	V;SBJV;PRS;1;SG	V;NFIN	C
skiptum	skipti	N;INDF;DAT;PL	N;INDF;DAT;SG	C
gjöri	gjörast	V;SBJV;PRS;3;PL	V;IND;PRS;3;PL	C
minni	minna	V;SBJV;PRS;3;PL	V;NFIN	C
kysstu	kyssti	V;IND;PST;3;PL	V;IND;PST;3;SG	C
vakti	vakir	V;IND;PST;3;SG	V;SBJV;PRS;2;SG	C
haldast	haldist	V;IND;PRS;3;PL	V;SBJV;PRS;1;SG	C
rek	rekur	V;IMP;2;SG	V;IND;PRS;2;SG	C
lofi	lofið	N;INDF;DAT;SG	V;IMP;2;PL	C
gætt	gætti	V.PTCP;PST;ACC;SG	V;IND;PST;3;SG	C
byggðir	byggðum	V;IND;PST;2;SG	N;INDF;DAT;PL	C
eigi	eigið	V;SBJV;PRS;3;PL	V;IND;PRS;2;PL	C
helga	helgum	N;INDF;GEN;PL	N;INDF;DAT;PL	C
hafir	hafi	V;SBJV;PRS;2;SG	V;SBJV;PRS;3;PL	C
birtur	birtast	V;IND;PRS;2;SG	V;IND;PRS;3;PL	C
fiskurinn	fisk	N;DEF;NOM;SG	N;INDF;ACC;SG	C
hópur	hóp	V.PTCP;PST;NOM;SG	N;INDF;ACC;SG	C
boð	boða	N;INDF;ACC;SG	N;INDF;GEN;PL	C
líkt	líki	V.PTCP;PST;ACC;SG	V;SBJV;PRS;3;PL	C
dæmdum	dæmdur	N;INDF;DAT;PL	V.PTCP;PST;NOM;SG	C
slepptu	sleppir	V;IND;PST;3;PL	V;SBJV;PRS;2;SG	C
mælum	mælir	V;SBJV;PRS;1;PL	V;SBJV;PRS;2;SG	C
gjörði	gjöri	V;SBJV;PST;1;SG	V;SBJV;PRS;3;PL	C
gerðu	gerast	V.PTCP;PST;DAT;PL	V;IND;PRS;3;PL	C
leyfi	leyfði	V;SBJV;PRS;3;PL	V;SBJV;PST;1;SG	C
gjaldið	gjaldi	V;IMP;2;PL	N;INDF;DAT;SG	C
klæði	klæða	N;INDF;DAT;SG	N;INDF;GEN;PL	C
skilaði	skil	V;SBJV;PST;3;SG	N;INDF;ACC;SG	PARADIGM_ERROR;TGT_SLOT_ERROR
boðum	boða	N;INDF;DAT;PL	N;INDF;GEN;PL	C
leitum	leitaði	N;INDF;DAT;PL	V;SBJV;PST;3;SG	C
munum	munir	V;SBJV;PRS;1;PL	V;SBJV;PRS;2;SG	C
jafnt	jafna	N;INDF;ACC;SG	N;INDF;GEN;PL	C
ráðið	ráða	V;IMP;2;PL	N;INDF;GEN;PL	C
höfða	höfðuð	N;INDF;GEN;PL	V;IND;PST;2;PL	C
borgir	borga	V;IND;PST;2;SG	N;INDF;GEN;PL	C
flokkur	flokk	V.PTCP;PST;NOM;SG	N;INDF;ACC;SG	C
mælið	mæli	V;IND;PRS;2;PL	V;SBJV;PRS;3;PL	C
spá	spáði	V;IMP;2;SG	V;SBJV;PST;1;SG	C
kunni	kunnir	N;INDF;DAT;SG	V;IND;PST;2;SG	C
sendu	sendum	N;INDF;GEN;SG	N;INDF;DAT;PL	C
fyllir	fyllti	V;SBJV;PRS;2;SG	V;IND;PST;3;SG	C
settir	settuð	V;IND;PST;2;SG	V;IND;PST;2;PL	C
Guð	Guði	N;INDF;ACC;SG	N;INDF;DAT;SG	C
látna	látið	V.PTCP;PST;GEN;SG	V;IND;PRS;2;PL	C
seldu	seldir	N;INDF;GEN;SG	V;IND;PST;2;SG	C
þjáist	þjáði	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
eigna	eigið	V.PTCP;PST;GEN;SG	V;IND;PRS;2;PL	PARADIGM_ERROR;SRC_SLOT_ERROR
birtir	birtum	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;PL	C
fylla	fyllir	V;NFIN	V;SBJV;PRS;2;SG	C
boðið	boði	V;IMP;2;PL	N;INDF;DAT;SG	C
boðin	boð	V.PTCP;PST;ACC;PL	N;INDF;ACC;SG	C
veitti	veittuð	N;INDF;DAT;SG	V;IND;PST;2;PL	C
mættuð	mætti	V;IND;PST;2;PL	N;INDF;DAT;SG	C
gefinn	gefin	N;DEF;ACC;SG	V.PTCP;PST;ACC;PL	C
felld	felldur	N;INDF;ACC;SG	V.PTCP;PST;NOM;SG	C
ná	náið	V;IMP;2;SG	V;IND;PRS;2;PL	C
tali	talið	N;INDF;DAT;SG	V;IMP;2;PL	C
styrkist	styrktu	V;SBJV;PRS;1;SG	V;IND;PST;3;PL	C
gjörist	gjörði	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
hættu	hætta	N;INDF;GEN;SG	N;INDF;GEN;PL	C
fæða	fæðast	V;NFIN	V;IND;PRS;3;PL	C
þekktu	þekkti	V;IND;PST;3;PL	V;IND;PST;3;SG	C
skipaði	skipið	V;SBJV;PST;3;SG	V;IMP;2;PL	C
tjáði	tjá	V;SBJV;PST;1;SG	V;IMP;2;SG	C
fæðast	fæðist	V;IND;PRS;3;PL	V;SBJV;PRS;1;SG	C
birta	birti	V;NFIN	V;SBJV;PRS;3;PL	C
dæma	dæmi	V;NFIN	V;SBJV;PRS;3;PL	C
Hafði	Hafa	V;SBJV;PST;1;SG	V;NFIN	C
hrygg	hryggi	V;IMP;2;SG	V;SBJV;PRS;3;PL	C
birti	birtum	V;SBJV;PRS;3;PL	V;SBJV;PRS;1;PL	C
fara	farast	V;NFIN	V;IND;PRS;3;PL	C
skipaði	skipast	V;SBJV;PST;3;SG	V;IND;PRS;3;SG	C
trú	trúa	V;IMP;2;SG	V;NFIN	C
farast	fara	V;IND;PRS;3;PL	V;NFIN	C
skýrði	skýrum	V;SBJV;PST;1;SG	V;SBJV;PRS;1;PL	C
leysast	leysti	V;IND;PRS;3;PL	V;IND;PST;3;SG	C
sleppt	slepptu	V.PTCP;PST;ACC;SG	V;IND;PST;3;PL	C
leyndu	leyndum	N;INDF;GEN;SG	N;INDF;DAT;PL	C
