чужою	чужой	ADJ;INS;FEM;SG	ADJ;ESS;FEM;SG	C
исполнила	исполним	V;PST;SG;FEM	V;IMP;1;PL	C
служите	служила	V;FUT;2;PL	V;PST;SG;FEM	C
истребите	истребить	V;FUT;2;PL	V;NFIN	C
белого	белым	ADJ;GEN;MASC;SG	ADJ;INS;MASC;SG	C
Словом	Слове	N;INS;SG	N;ESS;SG	C
старых	старого	N;GEN;PL	ADJ;GEN;MASC;SG	C
тверд	твердой	N;NOM;SG	ADJ;ESS;FEM;SG	C
заходят	заходи	V;PRS;3;PL	V;IMP;2;SG	C
отступить	отступите	V;NFIN	V;FUT;2;PL	C
исчислили	исчислите	V;PST;PL	V;FUT;2;PL	C
духам	духе	N;DAT;PL	N;ESS;SG	C
познайте	познают	V;IMP;2;PL	V;FUT;3;PL	C
утомленного	утомленный	ADJ;GEN;NEUT;SG	ADJ;NOM;MASC;SG	C
твердая	твердые	ADJ;NOM;FEM;SG	ADJ;ACC;PL	C
козлов	козлах	N;GEN;PL	N;ESS;PL	C
стража	стражу	N;GEN;SG	N;DAT;SG	C
мертвых	мертвый	N;GEN;PL	ADJ;ACC;MASC;SG	C
фараоном	фараоне	N;INS;SG	N;ESS;SG	C
заходит	заходи	V;FUT;3;SG	V;IMP;2;SG	C
доводит	доводите	V;FUT;3;SG	V;FUT;2;PL	C
исходят	исходили	V;PRS;3;PL	V;PST;PL	C
Дан	Даном	N;NOM;SG	N;INS;SG	C
восходите	восходить	V;FUT;2;PL	V;NFIN	C
кадите	кадила	V;FUT;2;PL	V;PST;SG;FEM	C
страх	страхе	N;NOM;SG	N;ESS;SG	C
пьяный	пьяного	ADJ;ACC;MASC;SG	ADJ;GEN;MASC;SG	C
царях	царю	V;2;PL	V;PRS;1;SG	C
садите	сади	V;FUT;2;PL	V;IMP;2;SG	C
напоены	напоила	ADJ;PL;LGSPEC1	V;PST;SG;FEM	C
чудным	чудное	ADJ;INS;NEUT;SG	ADJ;ACC;NEUT;SG	C
рассказывай	рассказывайте	N;ACC;SG	V;IMP;2;PL	C
пожалеть	пожалело	ADJ;GEN;FEM;SG	V;PST;SG;NEUT	C
