сама	само	N;GEN;SG	N;ESS;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
чужою	чужой	ADJ;INS;FEM;SG	ADJ;ESS;FEM;SG	C
исполнила	исполним	V;PST;SG;FEM	V;IMP;1;PL	C
служите	служила	V;FUT;2;PL	V;PST;SG;FEM	C
истребите	истребить	V;FUT;2;PL	V;NFIN	C
будем	будь	V;PRS;1;PL	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
похвалили	похвалился	V;PST;PL	V;PST;SG;MASC	PARADIGM_ERROR
хоронили	хоронить	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
служанке	служанкою	N;ESS;SG	ADJ;INS;FEM;SG	TGT_SLOT_ERROR
белого	белым	ADJ;GEN;MASC;SG	ADJ;INS;MASC;SG	C
Словом	Слове	N;INS;SG	N;ESS;SG	C
старых	старого	N;GEN;PL	ADJ;GEN;MASC;SG	C
созвали	созвать	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
вынеси	вынесли	N;ACC;PL	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
тверд	твердой	N;NOM;SG	ADJ;ESS;FEM;SG	C
заходят	заходи	V;PRS;3;PL	V;IMP;2;SG	C
отступить	отступите	V;NFIN	V;FUT;2;PL	C
исчислили	исчислите	V;PST;PL	V;FUT;2;PL	C
одолела	одолеть	ADJ;FEM;SG;LGSPEC1	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
тьмы	тьмою	N;NOM;PL	ADJ;INS;FEM;SG	TGT_SLOT_ERROR
духам	духе	N;DAT;PL	N;ESS;SG	C
познайте	познают	V;IMP;2;PL	V;FUT;3;PL	C
которым	которой	ADJ;INS;MASC;SG	ADJ;ESS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
утомленного	утомленный	ADJ;GEN;NEUT;SG	ADJ;NOM;MASC;SG	C
как	каков	N;NOM;SG	N;GEN;PL	POS_PAIR_ERROR;SRC_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
худо	худ	N;ESS;SG	N;NOM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
твердая	твердые	ADJ;NOM;FEM;SG	ADJ;ACC;PL	C
козлов	козлах	N;GEN;PL	N;ESS;PL	C
первого	первом	ADJ;GEN;MASC;SG	N;INS;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
пострадал	пострадать	ADJ;MASC;SG;LGSPEC1	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
стража	стражу	N;GEN;SG	N;DAT;SG	C
избирай	избирали	N;ACC;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
мертвых	мертвый	N;GEN;PL	ADJ;ACC;MASC;SG	C
фараоном	фараоне	N;INS;SG	N;ESS;SG	C
померкло	померкли	V;PST;SG;NEUT	V.CVB	TGT_SLOT_ERROR
Которой	Которым	ADJ;ESS;FEM;SG	ADJ;INS;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
заходит	заходи	V;FUT;3;SG	V;IMP;2;SG	C
доводит	доводите	V;FUT;3;SG	V;FUT;2;PL	C
малого	мало	ADJ;GEN;MASC;SG	N;ESS;SG	TGT_SLOT_ERROR
исходят	исходили	V;PRS;3;PL	V;PST;PL	C
Дан	Даном	N;NOM;SG	N;INS;SG	C
выпросился	выпросили	V;PST;SG;MASC	V;PST;PL	PARADIGM_ERROR
познай	познали	N;ACC;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
потерпела	потерпели	N;GEN;SG	N;NOM;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
восходите	восходить	V;FUT;2;PL	V;NFIN	C
постигли	постиг	V.CVB	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
кадите	кадила	V;FUT;2;PL	V;PST;SG;FEM	C
страх	страхе	N;NOM;SG	N;ESS;SG	C
отнятых	отнят	N;GEN;PL	N;NOM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
пьяный	пьяного	ADJ;ACC;MASC;SG	ADJ;GEN;MASC;SG	C
царях	царю	V;2;PL	V;PRS;1;SG	C
садите	сади	V;FUT;2;PL	V;IMP;2;SG	C
напоены	напоила	ADJ;PL;LGSPEC1	V;PST;SG;FEM	C
раздирайте	раздирать	V;IMP;2;PL	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
избранным	избранных	ADJ;INS;MASC;SG	N;GEN;PL	TGT_SLOT_ERROR
чудным	чудное	ADJ;INS;NEUT;SG	ADJ;ACC;NEUT;SG	C
решился	реши	V;PST;SG;MASC	V;IMP;2;SG	PARADIGM_ERROR
рассказывай	рассказывайте	N;ACC;SG	V;IMP;2;PL	C
пожалеть	пожалело	ADJ;GEN;FEM;SG	V;PST;SG;NEUT	C
худом	худа	N;INS;SG	N;GEN;SG	C
рассуди	рассудить	V;IMP;2;SG	V;NFIN	C
последовала	последовали	ADJ;FEM;SG;LGSPEC1	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
превозносить	превозносили	V;NFIN	V;PST;PL	C
постановить	постанови	V;NFIN	V;IMP;2;SG	C
вытащи	вытащить	V;IMP;2;SG	V;NFIN	C
положили	положить	V;PST;PL	V;NFIN	C
соделай	соделать	N;ACC;SG	ADJ;GEN;FEM;SG	SRC_LEXICAL_ERROR
принять	приняли	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
будут	будем	V;FUT;3;PL	V;PRS;1;PL	TGT_SLOT_ERROR
святую	святых	ADJ;ACC;FEM;SG	N;GEN;PL	C
протоках	протоки	N;ESS;PL	N;NOM;PL	C
меча	мечу	N;GEN;SG	N;DAT;SG	C
вдовою	вдовы	ADJ;INS;FEM;SG	N;NOM;PL	C
подтверди	подтвердили	V;IMP;2;SG	V;PST;PL	C
прислуги	прислугу	N;NOM;PL	N;DAT;SG	C
нашли	наши	V.CVB	N;ACC;PL	POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
поговорив	поговорить	V.CVB;PST	V;NFIN	C
