sættir	sættið	V;IND;PRS;2;SG	V;IMP;2;PL	C
keyptir	keyptu	V;IND;PST;2;SG	N;INDF;GEN;SG	TGT_SLOT_ERROR
sætti	sættir	V;SBJV;PST;1;SG	V;IND;PST;2;SG	C
Haf	Hafði	V;IMP;2;SG	V;SBJV;PST;1;SG	TGT_SLOT_ERROR
sættir	sættir	V;IND;PRS;2;SG	V;IND;PRS;3;SG	C
Hafið	Hafði	V;IND;PRS;2;PL	V;SBJV;PST;1;SG	TGT_SLOT_ERROR
handbolta	handbolta	N;INDF;DAT;SG	N;INDF;GEN;SG	C
handboltanum	handbolta	N;DEF;DAT;SG	N;INDF;DAT;SG	C
Fyrstur	Fyrsti	V.PTCP;PST;NOM;SG	N;INDF;DAT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
mála	máli	V;IMP;2;SG	V;SBJV;PRS;1;SG	C
flokkar	flokki	N;INDF;NOM;PL	N;INDF;DAT;SG	C
Fyrsti	Fyrstur	N;INDF;DAT;SG	V.PTCP;PST;NOM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
minnstu	minnsta	N;INDF;GEN;SG	N;INDF;GEN;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
skýr	skýr	V;IMP;2;SG	V;IMP;2;SG	C
er	eruð	N;INDF;ACC;SG	V;IND;PST;2;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
leyndir	leyn	V;IND;PST;2;SG	V;IMP;2;SG	C
gætir	gætt	V;SBJV;PRS;2;SG	V.PTCP;PST;ACC;SG	TGT_SLOT_ERROR
köstum	kasti	V;SBJV;PRS;1;PL	V;SBJV;PRS;3;PL	C
klæddi	klæði	V;IND;PST;3;SG	V;SBJV;PRS;1;SG	C
styrkja	styrkjum	V;NFIN	V;SBJV;PRS;1;PL	C
klæðið	klæði	V;IMP;2;PL	V;SBJV;PRS;1;SG	C
flokk	flokki	N;INDF;ACC;SG	N;INDF;DAT;SG	C
skírið	skírið	V;IMP;2;PL	V;IND;PRS;2;PL	C
opið	opna	V;IND;PRS;2;PL	V.PTCP;PST;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
skutuð	skjóta	V;IND;PST;2;PL	V;NFIN	C
líkinu	líkunum	N;DEF;DAT;SG	N;DEF;DAT;PL	C
minnti	minna	V;SBJV;PST;3;SG	V;NFIN	C
misstir	missir	V;IND;PST;2;SG	V;SBJV;PRS;2;SG	C
væruð	væru	V;IND;PST;2;PL	N;INDF;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
flokkinn	flokki	N;DEF;ACC;SG	N;INDF;DAT;SG	C
helgi	helgast	N;INDF;DAT;SG	V;IND;PRS;3;SG	TGT_SLOT_ERROR
