src word,tgt word,src slot,src predicted,tgt slot,tgt predicted,annotation 1,annotation 2
aflað,aflaði,1_0,?,1_3,V;SBJV;PST;3;SG,POS_ERROR
aflað,aflið,1_0,?,1_12,V;IMP;2;PL,POS_ERROR
aflað,aflar,1_0,?,1_17,V;IND;PRS;2;SG,POS_ERROR
aflað,afl,1_0,?,1_18,V;IMP;2;SG,POS_ERROR
aflaði,aflað,1_3,V;SBJV;PST;3;SG,1_0,?,POS_ERROR
aflaði,aflið,1_3,V;SBJV;PST;3;SG,1_12,V;IMP;2;PL,
aflaði,aflar,1_3,V;SBJV;PST;3;SG,1_17,V;IND;PRS;2;SG,
aflaði,afl,1_3,V;SBJV;PST;3;SG,1_18,V;IMP;2;SG,POS_ERROR
aflið,aflað,1_12,V;IMP;2;PL,1_0,?,POS_ERROR
aflið,aflaði,1_12,V;IMP;2;PL,1_3,V;SBJV;PST;3;SG,
aflið,aflar,1_12,V;IMP;2;PL,1_17,V;IND;PRS;2;SG,
aflið,afl,1_12,V;IMP;2;PL,1_18,V;IMP;2;SG,
aflar,aflað,1_17,V;IND;PRS;2;SG,1_0,?,POS_ERROR
aflar,aflaði,1_17,V;IND;PRS;2;SG,1_3,V;SBJV;PST;3;SG,
aflar,aflið,1_17,V;IND;PRS;2;SG,1_12,V;IMP;2;PL,
aflar,afl,1_17,V;IND;PRS;2;SG,1_18,V;IMP;2;SG,POS_ERROR
afl,aflað,1_18,V;IMP;2;SG,1_0,?,POS_ERROR
afl,aflaði,1_18,V;IMP;2;SG,1_3,V;SBJV;PST;3;SG,POS_ERROR
afl,aflið,1_18,V;IMP;2;SG,1_12,V;IMP;2;PL,
afl,aflar,1_18,V;IMP;2;SG,1_17,V;IND;PRS;2;SG,POS_ERROR

afmáði,afmáðar,1_16,V;SBJV;PRS;3;PL,1_17,V;IND;PRS;2;SG,
afmáðar,afmáði,1_17,V;IND;PRS;2;SG,1_16,V;SBJV;PRS;3;PL,

afneitað,afneita,1_0,?,1_9,V;IND;PRS;3;PL,
afneitað,afneitum,1_0,?,1_13,V;SBJV;PRS;1;PL,
afneitað,afneiti,1_0,?,1_16,V;SBJV;PRS;3;PL,
afneitað,afneitar,1_0,?,1_17,V;IND;PRS;2;SG,
afneita,afneitað,1_9,V;IND;PRS;3;PL,1_0,?,
afneita,afneitum,1_9,V;IND;PRS;3;PL,1_13,V;SBJV;PRS;1;PL,
afneita,afneiti,1_9,V;IND;PRS;3;PL,1_16,V;SBJV;PRS;3;PL,
afneita,afneitar,1_9,V;IND;PRS;3;PL,1_17,V;IND;PRS;2;SG,
afneitum,afneitað,1_13,V;SBJV;PRS;1;PL,1_0,?,
afneitum,afneita,1_13,V;SBJV;PRS;1;PL,1_9,V;IND;PRS;3;PL,
afneitum,afneiti,1_13,V;SBJV;PRS;1;PL,1_16,V;SBJV;PRS;3;PL,
afneitum,afneitar,1_13,V;SBJV;PRS;1;PL,1_17,V;IND;PRS;2;SG,
afneiti,afneitað,1_16,V;SBJV;PRS;3;PL,1_0,?,
afneiti,afneita,1_16,V;SBJV;PRS;3;PL,1_9,V;IND;PRS;3;PL,
afneiti,afneitum,1_16,V;SBJV;PRS;3;PL,1_13,V;SBJV;PRS;1;PL,
afneiti,afneitar,1_16,V;SBJV;PRS;3;PL,1_17,V;IND;PRS;2;SG,
afneitar,afneitað,1_17,V;IND;PRS;2;SG,1_0,?,
afneitar,afneita,1_17,V;IND;PRS;2;SG,1_9,V;IND;PRS;3;PL,
afneitar,afneitum,1_17,V;IND;PRS;2;SG,1_13,V;SBJV;PRS;1;PL,
afneitar,afneiti,1_17,V;IND;PRS;2;SG,1_16,V;SBJV;PRS;3;PL,

afrækja,afrækir,1_2,?,1_4,V;SBJV;PRS;2;SG,
afrækja,afrækt,1_2,?,1_8,V.CVB,
afrækir,afrækja,1_4,V;SBJV;PRS;2;SG,1_2,?,
afrækir,afrækt,1_4,V;SBJV;PRS;2;SG,1_8,V.CVB,
afrækt,afrækja,1_8,V.CVB,1_2,?,
afrækt,afrækir,1_8,V.CVB,1_4,V;SBJV;PRS;2;SG,

aftraði,aftra,1_3,V;SBJV;PST;3;SG,1_9,V;IND;PRS;3;PL,
aftraði,aftrið,1_3,V;SBJV;PST;3;SG,1_12,V;IMP;2;PL,
aftraði,aftrar,1_3,V;SBJV;PST;3;SG,1_17,V;IND;PRS;2;SG,
aftra,aftraði,1_9,V;IND;PRS;3;PL,1_3,V;SBJV;PST;3;SG,
aftra,aftrið,1_9,V;IND;PRS;3;PL,1_12,V;IMP;2;PL,
aftra,aftrar,1_9,V;IND;PRS;3;PL,1_17,V;IND;PRS;2;SG,
aftrið,aftraði,1_12,V;IMP;2;PL,1_3,V;SBJV;PST;3;SG,
aftrið,aftra,1_12,V;IMP;2;PL,1_9,V;IND;PRS;3;PL,
aftrið,aftrar,1_12,V;IMP;2;PL,1_17,V;IND;PRS;2;SG,
aftrar,aftraði,1_17,V;IND;PRS;2;SG,1_3,V;SBJV;PST;3;SG,
aftrar,aftra,1_17,V;IND;PRS;2;SG,1_9,V;IND;PRS;3;PL,
aftrar,aftrið,1_17,V;IND;PRS;2;SG,1_12,V;IMP;2;PL,

aga,agi,1_9,V;IND;PRS;3;PL,1_16,V;SBJV;PRS;3;PL,
aga,agar,1_9,V;IND;PRS;3;PL,1_17,V;IND;PRS;2;SG,
agi,aga,1_16,V;SBJV;PRS;3;PL,1_9,V;IND;PRS;3;PL,
agi,agar,1_16,V;SBJV;PRS;3;PL,1_17,V;IND;PRS;2;SG,
agar,aga,1_17,V;IND;PRS;2;SG,1_9,V;IND;PRS;3;PL,
agar,agi,1_17,V;IND;PRS;2;SG,1_16,V;SBJV;PRS;3;PL,

akra,akri,1_9,V;IND;PRS;3;PL,1_16,V;SBJV;PRS;3;PL,
akri,akra,1_16,V;SBJV;PRS;3;PL,1_9,V;IND;PRS;3;PL,

ala,alið,1_9,V;IND;PRS;3;PL,1_12,V;IMP;2;PL,
ala,alinn,1_9,V;IND;PRS;3;PL,1_14,?,
ala,ali,1_9,V;IND;PRS;3;PL,1_16,V;SBJV;PRS;3;PL,
alið,ala,1_12,V;IMP;2;PL,1_9,V;IND;PRS;3;PL,
alið,alinn,1_12,V;IMP;2;PL,1_14,?,
alið,ali,1_12,V;IMP;2;PL,1_16,V;SBJV;PRS;3;PL,
alinn,ala,1_14,?,1_9,V;IND;PRS;3;PL,
alinn,alið,1_14,?,1_12,V;IMP;2;PL,
alinn,ali,1_14,?,1_16,V;SBJV;PRS;3;PL,
ali,ala,1_16,V;SBJV;PRS;3;PL,1_9,V;IND;PRS;3;PL,
ali,alið,1_16,V;SBJV;PRS;3;PL,1_12,V;IMP;2;PL,
ali,alinn,1_16,V;SBJV;PRS;3;PL,1_14,?,

andlitið,andliti,1_12,V;IMP;2;PL,1_16,V;SBJV;PRS;3;PL,
andlitið,andlit,1_12,V;IMP;2;PL,1_18,V;IMP;2;SG,
andliti,andlitið,1_16,V;SBJV;PRS;3;PL,1_12,V;IMP;2;PL,
andliti,andlit,1_16,V;SBJV;PRS;3;PL,1_18,V;IMP;2;SG,
andlit,andlitið,1_18,V;IMP;2;SG,1_12,V;IMP;2;PL,
andlit,andliti,1_18,V;IMP;2;SG,1_16,V;SBJV;PRS;3;PL,

athugað,athugið,1_0,?,1_12,V;IMP;2;PL,POS_ERROR
athugað,athugi,1_0,?,1_16,V;SBJV;PRS;3;PL,POS_ERROR
athugið,athugað,1_12,V;IMP;2;PL,1_0,?,POS_ERROR
athugið,athugi,1_12,V;IMP;2;PL,1_16,V;SBJV;PRS;3;PL,
athugi,athugað,1_16,V;SBJV;PRS;3;PL,1_0,?,POS_ERROR
athugi,athugið,1_16,V;SBJV;PRS;3;PL,1_12,V;IMP;2;PL,

augljóst,augljósar,1_8,V.CVB,1_17,V;IND;PRS;2;SG,
augljóst,augljós,1_8,V.CVB,1_18,V;IMP;2;SG,
augljósar,augljóst,1_17,V;IND;PRS;2;SG,1_8,V.CVB,
augljósar,augljós,1_17,V;IND;PRS;2;SG,1_18,V;IMP;2;SG,
